0,3
1,4
2,3
3,1
4,1
5,4
6,4
7,4
8,1
9,4
10,3
11,1
12,2
13,4
14,2
15,1
16,2
17,4
18,1
19,4
20,3
21,1
22,4
23,1
24,1
25,4
26,4
27,4
28,3
29,1
30,3
31,4
32,4
33,2
34,2
35,1
36,1
37,2
38,2
39,1
40,2
41,4
42,3
43,2
44,3
45,1
46,2
47,3
48,4
49,2
50,2
51,1
52,2
53,3
54,4
55,1
56,4
57,4
58,2
59,1
60,4
61,3
